Catalog #,Title,Composer,Performer,Genre,Label,Date,Media Type,RPM,Comments
HSTR    5189,,,,,VANGUARD RECORDING SOCIETY,,,,"BRAHMS: PIANO SONATAS OP.1 AND OP.2, SCHERZO OP.4 LIST, EUGENE (PIANIST). VANGUARD VRS-1016. UNKNOWN RPM. BLACK AND WHITE PHOTO OF MAN PLAYING PIANO ON COVER.  a-DISC, b-JACKET, c-SLEEVE. FOUND IN #5186 (ENVELOPE). SEE CATALOG FOLDER #5186. PAPER YELLOWED."
HSTR    5190,,,,,MERCURY RECORDS,,,,"GERSHWIN: CONCERTO IN F / RHAPSODY IN BLUE. LIST, EUGENE (PIANIST) WITH THE EASTMAN-ROCHESTER SYMPHONY ORCHESTRA. HANSON, HOWARD (CONDUCTOR). MERCURY MG50138. 33.3 RPM. COLOR PHOTO OF CITY NIGHT SCENE ON COVER. a-DISC, b-JACKET, c-SLEEVE. FOUND IN #5186 (ENVELOPE). SEE CATALOG FOLDER #5186. PAPER YELLOWED."
HSTR    5191,,,,,VANGUARD RECORDING SOCIETY,1961,,,"HOMAGE TO PERCY GRAINGER. LIST, EUGENE (PIANIST). VANGUARD VRS-1072. UNKNOWN RPM. CREAM COVER WITH BLUE PRINTING. POSTCARD AND ORDER FORM IN JACKET. a-DISC, b-JACKET, c-SLEEVE, d-ORDER FORM, e-POSTCARD. FOUND IN #5186 (ENVELOPE). PAPER YELLOWED."
HSTR    5193,,,,,DICK CHARLES RECORDING,CIRCA 1956,,,"I'M FROM MISSOURI. COHAN, MARY (VOCALIST AND PIANIST). DICK CHARLES RECORDING. NO RECORD NUMBER. 33.3 RPM. TITLES RELATING TO HST AND FAMILY. NO JACKET. MANILA SLEEVE. SEE CATALOG FOLDER. a-DISC, b-SLEEVE. FOUND IN #5192 (PAPER, WRAPPING) WITH #5193-5196. PAPER YELLOWED."
HSTR    5197,,,,,VOX PRODUCTIONS INC.,08/31/1957,,,"CHOPIN: ETUDES, OP. 25 / TROIS NOUVELLES ETUDES. NOVAES, GUIOMAR (PIANIST). VOX PL 7560. UNKNOWN RPM. IN PEN, TR OF COVER: ""ACK'D 8/31/57"". PURPLE AND WHITE COVER WITH BLACK PRINTING. PIECE OF RED TAPE AT TR OF COVER. a-DISC, b-JACKET, c-SLEEVE. SEE CATALOG FOLDER. PAPER YELLOWED."
HSTR    5198,,,,,ANGEL RECORDS,,,,"MOZART: COMPLETE WORKS FOR SOLO PIANO, ALBUM 5. GIESKING, WALTER (PIANIST). ANGEL RECORDS 35072. 33.3 RPM. BROWN COVERS WITH GILT PRINTING.  a-DISC, b-JACKET, c-SLEEVE. EDGES AND CORNERS WORN."
HSTR    5199,,,,,CBS RADIO,07/ 6/1957,,,"DEDICATION OF THE HARRY S. TRUMAN LIBRARY. TRUMAN, HARRY S. (SPEAKER). CBS RADIO NETWORK. 33.3 RPM. GREY COVER. WHITE ADHESIVE LABEL WITH BROWN PRINT ON COVER AT CENTER. NO SLEEVE. a-DISC, b-JACKET. CORNERS WORN. PAPER CLIP MARK ON BACK CL AND FRONT CR."
HSTR    5200,,,,,COLUMBIA RECORDS,1950,,,"GREAT MASTERS OF THE KEYBOARD, VOLUME IV. VARIOUS ARTISTS. COLUMBIA ML 4294. UNKNOWN RPM. BLUE, WHITE, AND BLACK COVER. NO SLEEVE.  a-DISC, b-JACKET. SEE CATALOG FOLDER. TR AND BR EDGES OF JACKET SPLIT."
HSTR    5201,,,,,COLUMBIA RECORDS,1949,,,"I CAN HEAR IT NOW, VOLUME II (1945-1949) MURROW, EDWARD R. (NARRATOR). VARIOUS WORLD LEADERS AND PERSONALITIES. COLUMBIA MASTERWORKS ML-4261. NO RPM. WHITE COVER WITH SKETCH OF MURROW WITH CIGARETTE. a-DISC, b-JACKET, c-PLASTIC SLEEVE."
HSTR    5202,,,,,RCA VICTOR,1947,,,"MARGARET TRUMAN PROGRAM, A TRUMAN, MARGARET (SOPRANO) WITH THE RCA VICTOR ORCHESTRA. FIEDLER, ARTHUR (CONDUCTOR). RCA VICTOR LM 145. 33.3 RPM. GREEN AND PINK COVER WITH ILLUSTRATION OF MARGARET TRUMAN. NO SLEEVE. a-DISC, b-JACKET. CORNERS AND EDGES WORN."
HSTR    5203,,,,,RCA VICTOR,,,,"ENCORES BY ARTUR RUBINSTEIN. RUBINSTEIN, ARTUR (PIANIST). RCA VICTOR LM 1153. 33.3 RPM. GREEN COVER. NO SLEEVE. IN PENCIL ON TL, BACK: ""5.72"".  a-DISC, b-JACKET. PAPER YELLOWED. COVERS WORN."
HSTR    5204,,,,,RCA VICTOR,,,,"MUSIC TO REMEMBER ITURBI, JOSE (PIANO). RCA VICTOR LM-87. 33 RPM. RED AND YELLOW COVER, WITH MAN AND WOMAN AT PIANO. a-DISC, b-JACKET."
HSTR    5205,,,,,RCA VICTOR,,,,"BEETHOVEN: MOONLIGHT SONATA / MOZART: SONATA NO.12 IN F HOROWITZ, VLADIMIR (PIANIST). RCA VICTOR LM 1027. 33.3 RPM. BLUE COVER WITH YELLOW PRINTING. NO SLEEVE. IN PENCIL, TL OF BACK: ""5.72"". a-DISC, b-JACKET. BOTTOM EDGE OF JACKET SPLIT. PAPER YELLOWED."
HSTR    5207,,,,,COLUMBIA RECORDS,1956,,,"ADLAI STEVENSON IN CONVERSATION WITH ARNOLD MICHAELIS. STEVENSON, ADLAI. COLUMBIA TRANSCRIPTIONS AES 1956. UNKNOWN RPM. BLACK AND WHITE PHOTO OF STEVENSON, BLUE PRINTING ON COVER. NO SLEEVE. a-DISC, b-JACKET. PAPER YELLOWED."
HSTR    5208,,,,,CBS RADIO,04/30/1960,,,"DINNER ADDRESS TRUMAN, HARRY (SPEAKER). CBS RADIO NETWORK. 33 RPM. GRAY JACKET. a-DISC, b-JACKET. JACKET SPINE SPLIT."
HSTR    5209,,,,,LONDON RECORDS,,,,"TCHAIKOVSKY PIANO CONCERTO NO. 1 IN B FLAT MINOR / LISZT: HUNGARIAN FANTASIA. KATCHEN, JULIUS (PIANIST) WITH THE LONDON SYMPHONY ORCHESTRA. GAMBA, PIERINO (CONDUCTOR). LONDON LL-1423. 33.3 RPM. RED COVER WITH YELLOW AND BLACK PRINTING. NO SLEEVE. a-DISC, b-JACKET. EDGES AND CORNERS WORN. PAPER YELLOWED."
HSTR    5210,,,,,COLUMBIA TRANSCRIPTION PROD.,1956,,,"ELEVEN PRESIDENTS SPEAK ACTUAL VOICES OF ""EVERY PRESIDENT FROM CLEVELAND TO EISENHOWER"". COLUMBIA TRANSCRIPTION XTV-25207-25208. 33 RPM. COVER HAS PHOTO OF WHITE HOUSE WITH CHERRY BLOSSOMS. a-DISC, b-JACKET."
HSTR    5211,,,,,CBS RADIO,05/21/1957,,,"POLITIZAL QUIZ. TRUMAN, HARRY S. THE CBS RADIO NETWORK. 33.3 RPM. NO RECORDING NUMBER. GREY JACKET. WHITE ADHESIVE LABEL WITH BROWN PRINTING ON COVER AT CENTER. a-DISC, b-JACKET. EDGES AND CORNERS WORN."
HSTR    5212,,,,,RCA VICTOR,1958,,,"TCHAIKOVSKY: CONCERTO NO. 1, IN B FLAT MINOR, OP. 23. CLIBURN, VAN (PIANIST). KONDRASHIN, KIRIL (CONDUCTOR). RCA VICTOR LM-2252. 33.3 RPM. BLACK AND WHITE PHOTO WITH GOLD BORDER ON COVER. a-DISC, b-JACKET. BL AND BR CORNERS BENT. PAPER YELLOWED."
HSTR    5213,,,,,RCA VICTOR,,,,"TREASURY OF IMMORTAL PERFORMANCES: GENIUS AT THE KEYBOARD VARIOUS ARTISTS. RCA VICTOR LCT-1000. 33 RPM. CONTAINS MISMATCHED DISC, VOX PL-8170 ""CHOPIN WALTZES"". PURPLE AND GOLD JACKET FRONT. a-DISC, b-JACKET. SEE #5206 (RECORD JACKET). JACKET SIDES SPLITTING."
HSTR    5214,,,,,COLUMBIA RECORDS,11/28/1937,,,"GOLDEN JUBILEE CONCERT, METROPOLITAN OPERA HOUSE, NOVEMBER 28 1937. HOFMANN, JOSEF (PIANIST). COLUMBIA MASTERWORKS ML 4929. UNKNOWN RPM. GREY AND YELLOW COVER WITH BLACK PRINTING.  a-DISC, b-JACKET, c-SLEEVE, d-BOOKLET. PAPER YELLOWED."
HSTR    5215,,,,,RCA CAMDEN,,,,"ART OF JOSEF LHEVINNE, THE LHEVINNE, JOSEF (PIANO). RCA CAMDEN CAL-265. 33 RPM. JACKET HAS PHOTO OF LHEVINNE AT KEYBOARD, HIS NAME IN PURPLE. a-DISC, b-JACKET. JACKET EDGES SPLIT."
HSTR    5216,,,,,COLUMBIA RECORDS,,,,"HOLLYWOOD IN RHYTHM. CONIFF, RAY AND HIS ORCHESTRA. COLUMBIA CL 1310. UNKNOWN RPM. WHITE COVER WITH 4 PHOTOS OF A WOMAN.  a-DISC, b-JACKET, c-SLEEVE. EDGES AND CORNERS WORN."
HSTR    5217,,,,,MERCURY RECORDS,,,,"WALTZ WITH ME TO THE MUSIC OF STRAUSS AND WALDTEUFEL. BERLIN PHILHARMONIC ORCHESTRA. MERCURY MG-20002 A. UNKNOWN RPM. ORANGE COVER WITH GILT PRINTING. NO SLEEVE.  a-DISC, b-JACKET. YELLOWED. GILT IS SPOTTED AND DISCOLORED."
HSTR    5218,,,,,COLUMBIA RECORDS,1956,,,"SCHUMANN: CARNAVAL, OP. 9 / FANTASIE IN C MAJOR, OP. 17. CASADESUS, ROBERT (PIANIST). COLUMBIA MASTERWORKS ML 5146. UNKNOWN RPM. BLACK COVER WITH PURPLE AND PINK PRINTING.  a-DISC, b-JACKET, c-SLEEVE. YELLOWED. EDGES AND CORNERS WORN."
HSTR    5219,,,,,COLUMBIA RECORDS,,,,"DVORAK: NEW WORLD SYMPHONY. THE PHILADELPHIA ORCHESTRA. ORMANDY, EUGENE (CONDUCTOR). COLUMBIA MASTERWORKS ML 4023. UNKNOWN RPM. NO SLEEVE. GREEN COVER WITH PICTURES OF BUFFALOES AND INDIANS. a-DISC, b-JACKET. YELLOWED COVERS. TOP AND BOTTOM EDGES OF JACKET PARTIALLY SPLIT."
HSTR    5222,,,,,RCA VICTOR,1963,,,"NATIONAL CULTURAL CENTER PRESENTS: U.S. NAVY BAND & THE SEA CHANTERS U.S. NAVY BAND AND THE SEA CHANTERS RCA VICTOR LPM-2688. UNKNOWN RPM. WHITE COVER WITH BLUE AND GOLD PRINTING.  a-DISC, b-JACKET, c-SLEEVE. PAPER YELLOWED. COVERS WORN."
HSTR    5223,,,,,RCA VICTOR,1963,,,"NATIONAL CULTURAL CENTER PRESENTS: U.S. AIR FORCE BAND & THE SINGING SERGEANTS U.S. AIR FORCE BAND AND THE SINGING SERGEANTS RCA VICTOR LPM-2686. UNKNOWN RPM. WHITE COVER WITH BLUE AND GOLD PRINTING.  a-DISC, b-JACKET, c-SLEEVE. YELLOWED. COVERS WORN."
HSTR    5224,,,,,RCA VICTOR,1963,,,"NATIONAL CULTURAL CENTER PRESENTS: U.S. ARMY BAND & U.S. ARMY CHORUS U.S. ARMY BAND AND THE U.S. ARMY CHORUS RCA VICTOR LPM-2685. UNKNOWN RPM. WHITE COVER WITH GOLD AND BLUE PRINTING. ""COPYRIGHT 1963"" PRINTED ON REVERSE OF JACKET AT BC. a-DISC, b-JACKET, c-SLEEVE. BROWN ACCRETIONS AT BR OF COVER. YELLOWED. COVERS WORN."
HSTR    5225,,,,,SHOWBIZ RECORDS,1962,,,"THIS IS MY SHOW BUSINESS JESSEL, GEORGE. SHOWBIZ RECORDS SB-1003-A. UNKNOWN RPM. IN BLUE PEN ON FRONT TR OF JACKET: ""LOVE/GEORGE JESSEL/62"". a-DISC, b-JACKET, c-SLEEVE. YELLOWED. SMALL BROWN STAIN AT TL OF JACKET FRONT."
HSTR    5226,,,,,WDAF RADIO & TELEVISION,,,,"CENTURY OF VALOR. BARKLEY, JOHN (SPEAKER). PRINTED ON RECORD LABEL: ""...WDAF/RADIO AND TELEVISION/KANSAS CITY, MO./SIGNAL HILL/... COPIED FROM TAPE CVM LONG PLAY/'CENTURY OF VALOR/JOHN BARKLEY'. ON SLEEVE: ""ED. M/OPEN"". a-DISC, b-SLEEVE. SMALL ACCRETIONS ON FRONT OF SLEEVE. SLEEVE CREASED."
HSTR    5227,,,,,OCTAVE RECORDS,04/16/1962,,,"ERROLL GARNER CLOSEUP IN SWING. GARNER, ERROLL (PIANIST). OCTAVE RECORDS ABC 395. 33.3 RPM. PHOTO OF MAN ON COVER. IN RED AT TL OF COVER: ""ACK'D/ 4-16-62/HST"". a-DISC, b-JACKET, c-SLEEVE. CONTAINED #5228 (LABEL, SHIPPING). SEE CATALOG FOLDER. EDGES OF JACKET SPLIT. PAPER YELLOWED."
HSTR    5229,,,,,KAYDAN RECORDS,05/28/1963,,,"YOUR LIVING BILL OF RIGHTS AS INTERPRETED BY THE U.S. SUPREME COURT.
KEACH, STACY (DIRECTOR).
KAYDAN RECORDS KR-1002. 33.3 RPM. IN FELT TIP AT CL OF COVER: ""TO HARRY TRUMAN--/IN ADMIRATION!/STACY KEACH"". IN PEN AT TL OF COVER: ""ACK'D/5-28-63/HST"". a-DISC, b-JACKET, c-SLEEVE. SEE CATALOG FOLDER. BROWN ACCRETIONS ON BACK OF b. CORNERS AND EDGES WORN."
HSTR    5230,,,,,LONDON RECORDS,05/14/1962,,,"AMERICAN WALTZES MANTOVANI AND HIS ORCHESTRA. LONDON LL 3260. 33.3 RPM. SEALED IN PLASTIC. UNOPENED. IN PEN AT TL OF FRONT: ""ACK'D/ 5-14-62/H.S.T."". SEE CATALOG FOLDER. CORNERS BENT."
HSTR    5231,,,,,LONDON RECORDS,05/14/1962,,,"AMERICAN WALTZES MANTOVANI AND HIS ORCHESTRA. LONDON LL 3260. 33.3 RPM. SEALED IN PLASTIC. UNOPENED. IN PEN AT TC OF FRONT: ""ACK'D/ 5-14-62/H.S.T."".  CORNERS BENT."
HSTR    5232,,,,,CAPITOL RECORDS,05/ 8/1962,,,"BLUES CROSS COUNTRY LEE, PEGGY (VOCALIST). JONES, QUINCY (CONDUCTOR). CAPITOL T-1671. UNKNOWN RPM. ON COVER: ""ACK'D/5-8-62/H.S.T."". PHOTO OF PEGGY LEE AND A U.S. MAP ON THE COVER. a-DISC, b-JACKET, c-SLEEVE. CORNERS AND EDGES WORN."
HSTR    5233,,,,,RCA VICTOR,1951,,,"VERDI: LA TRAVIATA. TOSCANINI, ARTURO (PIANIST) WITH THE NBC SYMPHONY ORCHESTRA. RCA VICTOR LM 6003. 33.3 RPM. RED, BLACK, AND YELLOW COVER. BLACK BOX. 2 DISCS IN SLEEVES. 95-PG. PROGRAM. a-BOX, b-c-DISCS, d-e-SLEEVES, f-PROGRAM. COVER SLIGHTLY WORN."
HSTR    5234,,,,,COLUMBIA RECORDS,1950,,,"MUSIC OF VICTOR HERBERT. KOSTELANETZ, VICTOR AND HIS ORCHESTRA. COLUMBIA MASTERWORKS ML 4430. 33.3 RPM. PINK AND BLACK COVER. NO SLEEVE. ""COPYRIGHT 1950"" PRINTED AT BL ON JACKET FRONT. a-DISC, b-JACKET. BOTTOM EDGE AND TR EDGE OF JACKET SPLIT. JACKET WORN AND DIRTY."
HSTR    5235,,,,,RCA CAMDEN,,,,"ART OF HAROLD BAUER, VOL.01 BAUER, HAROLD (PIANIST). RCA CAMDEN CAL-311. 33.3 RPM. BLUE COVER. PHOTO OF MAN PLAYING PIANO ON COVER. NO SLEEVE.  a-DISC, b-JACKET. EDGES AND CORNERS WORN."
HSTR    5236,,,,,MERCURY RECORDS,,,,"GERSHWIN: CONCERTO IN F / RHAPSODY IN BLUE.
LIST, EUGENE (PIANIST) WITH THE EASTMAN-ROCHESTER SYMPHONY ORCHESTRA. HANSON, HOWARD (CONDUCTOR). MERCURY SR90002A. 33.3 RPM. ON COVER: ""FOR PRESIDENT TRUMAN,/ SINCERE GOOD/ WISHES./ EUGENE LIST"". a-DISC, b-JACKET, c-SLEEVE. SEE CATALOG FOLDER. BR EDGE OF JACKET TORN. PAPER YELLOWED."
HSTR    5237,,,,,LONDON GRAMOPHONE CORP.,1950,,,"BIZET: SUITE FROM L'ARLESIENNE / SUITE FROM CARMEN THE LONDON PHILHARMONIC ORCHESTRA. VAN BEINUM, EDWARD AND ANTHONY COLLINS (CONDUCTORS). LONDON LLP 179. 33.3 RPM. RED, WHITE AND BLUE COVER. NO SLEEVE. a-DISC, b-JACKET. PLASTIC COVERING ON FRONT FLAKING."
HSTR    5238,,,,,RCA VICTOR,CIRCA 1948,,,"MARGARET TRUMAN: AMERICAN SONGS. TRUMAN, MARGARET (SOPRANO) WITH THE ROBERT SHAW CHORALE AND THE RCA VICTOR ORCHESTRA. SHAW, ROBERT (CONDUCTOR). RCA VICTOR DM 1445. YELLOW COVER WITH NEEDLEPOINT DESIGN. RED SPINE. a-ALBUM, b-e-DISCS. CORNERS AND EDGES WORN."
HSTR    5239,,,,,DECCA RECORDS,1939,,,"DECCA PRESENTS A GROUP OF NOEL COWARD SONGS SUNG BY HILDEGARDE. HILDEGARDE (VOCALIST) AND ORCHESTRA. SINATRA, RAY (DIRECTOR). DECCA ALBUM 77. UNKNOWN RPM. BLACK AND WHITE COVER. RED CLOTH SPINE. DATE ON #5240 IS 1939. a-ALBUM, b-d-DISCS. CONTAINED #5240 (PROGRAM). SEE CATALOG FOLDER. CORNERS AND EDGES WORN."
HSTR    5241,,,,,COLUMBIA RECORDS,03/12/1949,,,"MUSIC OF SIGMUND ROMBERG.
KOSTELANETZ, ANDRE AND HIS ORCHESTRA.
COLUMBIA MASTERWORKS SET M-635. UNKNOWN RPM.
IN INK ON SLEEVE OF b: ""TO MARGARETH MARIE [SIC]/FROM ANOTHER MUSIC LOVER/SINCERELY/SIGMUND ROMBERG/WASHINGTON D.C./MARCH 12/49"". ""COPYRIGHT 1946"" PRINTED AT BL ON FRONT COVER. a-ALBUM, b-e-DISCS. COVER, EDGES, AND CORNERS WORN."
HSTR    5242,,,,,,,,,"BLUE PAPER COVERED CARDBOARD. TWO PINK LABELS, ""THE HEART OF/THE/BALLET/ SYMPHONY/PIANO CONCERTO"".   FOUND ON TOP OF RECORDS. CONTAINS #5243-5245 (ALBUMS). PAPER CRACKING AT CORNERS."
HSTR    5243,,,,,RCA VICTOR,,,,"HEART OF THE SYMPHONY, THE BOSTON POPS ORCHESTRA. FIEDLER, ARTHUR (CONDUCTOR). RCA WDM 1410. 45 RPM. ORANGE AND BLACK BOX. RED DISKS. a-BOX, b-PROGRAM, c-f-DISKS, g-j-SLEEVES. SEE CATALOG FOLDER."
HSTR    5244,,,,,RCA VICTOR,,,,"HEART OF THE BALLET, THE LEOPOLD STOKOWSKI AND HIS SYMPHONY ORCHESTRA. STOKOWSKI, LEOPOLD (CONDUCTOR). RCA VICTOR WDM 1394. 45 RPM. BLUE AND BLACK BOX. RED DISKS. a-BOX, b-PROGRAM, c-g-DISKS, h-l-SLEEVES. SEE CATALOG FOLDER."
HSTR    5245,,,,,RCA VICTOR,,,,"HEART OF THE PIANO CONCERTO, THE SANROMA, JESUS MARIA (PIANIST). BOSTON POPS ORCHESTRA. FIEDLER, ARTHUR (CONDUCTOR). RCA VICTOR WDM 1408. 45 RPM. PINK AND BLACK BOX. RED DISKS. a-BOX, b-PROGRAM, c-f-DISKS, g-j-SLEEVES. SEE CATALOG FOLDER."
HSTR    5246,,,,,UNITED STEELWORKERS OF AMER.,05/ 7/1959,,,"PHIL REGAN SHOW, THE  (SHOW NUMBERS 1-26) REGAN, PHIL WITH JUD CONLON AND THE RHYTHMAIRES VALENTE, VIC AND ORCHESTRA ""TO PRESIDENT HARRY S. TRUMAN --/..../DAVE MCDONALD/PHIL REGAN/ 5/7/59"". (SEE CAT. FLDR.) a-ALBUM, b-o-RECORDS UNITED STEELWORKERS OF AMERICA RECORDING, 14 DISCS, 33 1/3 RPM, IN ALBUM"
HSTR    5247,,,,,,1953,,,"CHOPIN: THE COMPLETE WORKS FOR PIANO, VOLUME I (MISCELLANEOUS COMPOSITIONS) ARRAU, CLAUDIO (PIANIST)   a-ALBUM, b-c-RECORDS. CONTAINS #5248 DECCA GOLD LABEL SERIES DX-130, 2 DISCS, 33 1/3 RPM, IN ALBUM WITH ATTACHED SLEEVES."
HSTR    5249,,,,,,02/ 3/1946,,,"PUCCINI: LA BOHEME (OPERA IN FOUR ACTS) ALBANESE, LICIA (SOPRANO), PEERCE, JAN (TENOR), VALENTINO, FRANCESCO (BARITONE) TOSCANINI, ARTURO (CONDUCTOR), THE NBC SYMPHONY ORCHESTRA ""COMPLETE RECORDING OF THE BROADCAST PERFORMANCES OF FEBRUARY 3 AND 10, 1946"". a-ALBUM, b-c-RECORDS, d-PROGRAM RCA VICTOR LM 6006, (MONO) 2 DISCS, 33 1/3 RPM, IN CARDBOARD ALBUM AND PAPER SLEEVES."
HSTR    5250,,,,,RCA VICTOR,1945-1952,,,"WALTZING WITH ROMBERG
ROMBERG, SIGMUND (CONDUCTOR), THE SIGMUND ROMBERG ORCHESTRA
""TO/PRESIDENT TRUMAN/SINCERELY/[MUSICAL BARS OF 'DEEP IN MY HEART DEAR']/SIGMUND ROMBERG"". a-ALBUM, b-e-RECORDS. CONTAINS MISMATCHED COLUMBIA DISC. SEE CATALOG FOLDER. RCA VICTOR M-1154 (MONO), 3 DISCS, 78 RPM"
HSTR    5251,,,,,U.S. DEPT. OF THE INTERIOR,03/14/1947,,,"DETROIT SYMPHONY ORCHESTRA FEATURING MISS MARGARET TRUMAN, MARCH 14, 1947 TRUMAN, MARGARET (SOPRANO) KREUGER, KARL (CONDUCTOR), THE DETROIT SYMPHONY ORCHESTRA WRITTEN IN PENCIL ON SLEEVE: ""MARG"". PARTS 1 AND 3 ONLY.  GOES WITH #5252-5253. USDI DIVISION OF INFORMATION RADIO RECORDING, 1 DISC, 78 RPM, IN BROWN PAPER SLEEVE."
HSTR    5252,,,,,U.S. DEPT. OF THE INTERIOR,03/14/1947,,,"DETROIT SYMPHONY ORCHESTRA FEATURING MISS MARGARET TRUMAN, MARCH 14, 1947 TRUMAN, MARGARET (SOPRANO) KREUGER, KARL (CONDUCTOR), THE DETROIT SYMPHONY ORCHESTRA  PARTS 2 AND 4 ONLY.  GOES WITH #5251-5253. USDI DIVISION OF INFORMATION RADIO RECORDING, 1 DISC, 78 RPM, IN BROWN PAPER SLEEVE."
HSTR    5253,,,,,U.S. DEPT. OF THE INTERIOR,03/14/1947,,,"DETROIT SYMPHONY ORCHESTRA FEATURING MISS MARGARET TRUMAN, MARCH 14, 1947 TRUMAN, MARGARET (SOPRANO) KREUGER, KARL (CONDUCTOR), THE DETROIT SYMPHONY ORCHESTRA  PARTS 5 AND 6 ONLY.  GOES WITH #5251-5252. USDI DIVISION OF INFORMATION RADIO RECORDING, 1 DISC, 78 RPM, IN BROWN PAPER SLEEVE."
HSTR    5254,,,,,PHILIPS RECORDS,,,,"HOE LEIT DIT KINDEKEN / SLAAP NU MIJN JEZUKE MASTREECHTER STARR (ROYAL MALE CHOIR, AMSTERDAM) KOEKELKOREN, MARTIN (DIRECTOR/CONDUCTOR) STICKER ON LABEL: ""SAMPLE RECORD - NOT FOR SALE"" GOES WITH #5255-5257. PHILIPS N 11200G, 1 DISC, 33 1/3 RPM, IN BROWN PAPER SLEEVE"
HSTR    5255,,,,,PHILIPS RECORDS,,,,"NOBODY KNOWS / DEEP RIVER MASTREECHTER STARR (ROYAL MALE CHOIR, AMSTERDAM) KOEKELKOREN, MARTIN (DIRECTOR, CONDUCTOR)  GOES WITH #5254, #5256-5257. PHILIPS 12028G, 1 DISC, 33 1/3 RPM, IN BROWN PAPER SLEEVE"
HSTR    5256,,,,,PHILIPS RECORDS,,,,"OLD BLACK JOE / MY OLD KENTUCKY HOME MASTREECHTER STARR (ROYAL MALE CHOIR, AMSTERDAM) KOEKELKOREN, MARTIN (DIRECTOR/CONDUCTOR)  GOES WITH #5254-5255 AND #5257. PHILIPS N 12030G, 1 DISC, 33 1/3 RPM, IN BROWN PAPER SLEEVE"
HSTR    5257,,,,,PHILIPS RECORDS,,,,"ES IST EIN REIS ENTSPRUNGEN / O DU FORHLICHE, O DU SELIGE / STILLE NACHT MASTREECHTER STARR (ROYAL MALE CHOIR, AMSTERDAM) KOEKELKOREN, MARTIN (DIRECTOR/CONDUCTOR) STICKER ON LABEL: ""SAMPLE RECORD - NOT FOR SALE"". GOES WITH #5254-5256. PHILIPS N 11188G, 1 DISC, 33 1/3 RPM, IN BROWN PAPER SLEEVE"
HSTR    5258,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 3 & 6   INFO FROM LIZ SAFLY, HSTL, INDICATES PRESIDENT TRUMAN WAS ON ROUTE TO GIVE A SPEECH IN CHICAGO ON THIS DATE. MUTUAL BROADCASTING SYSTEM RECORDING, SERIAL 5522, 1 DISC, 78 RPM"
HSTR    5259,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 2 & 5   INFO FROM LIZ SAFLY, HSTL, INDICATES PRESIDENT TRUMAN WAS ON ROUTE TO CHICAGO TO MAKE A SPEECH ON THIS DATE. MUTUAL BROADCASTING SYSTEM RECORDING, 1 DISC, 78 RPM"
HSTR    5260,,,,,MUTUAL BROADCASTING SYSTEM,10/24/1948,,,"TRUMAN TRAIN, THE. 10-24-48. PARTS 1 & 4   WRITTEN ON SLEEVE IS ""ARTHUR FELDMAN/ACK'D-11/30/48/MR ROSS/SAC"".  INFO FROM LIZ SAFLY, HSTL, INDICATES PRESIDENT TRUMAN WAS ON ROUTE TO CHICAGO TO MAKE A SPEECH ON THIS DATE. CONTAINED #29104 (LETTER) INSIDE SLEEVE.  MUTUAL BROADCASTING SYSTEM RECORDING, 78 RPM"
HSTR    5261,,,,,,1945-1952,,,"""HAPPY BIRTHDAY!"" [PIANO SELECTIONS PLAYED BY ERVIN LASZLO] 
LASZLO, ERVIN (PIANIST)
INSCRIBED ON LABEL ""FOR PRESIDENT TRUMAN,/WITH ADMIRATION/AND RESPECT,/ERVIN LASZLO""  PRIVATE RECORDING, 78 RPM, TYPED LABEL"
HSTR    5262,,,,,ANGEL RECORDS,,,,"CHOPIN PIANO CONCERTO NO. 2 IN F MINOR, OP. 21, FANTASIE IN F MINOR, OP. 49 MALCUZYNSKI, WITOLD (PIANIST) KLETZKI, PAUL (CONDUCTOR)  a-JACKET, b-RECORD, c-PAPER SLEEVE ANGEL 35030 (MONO), 1 DISC, 33 1/3 RPM, IN PAPER SLEEVE INSIDE CARDBOARD JACKET."
HSTR    5263,,,,,ANGEL RECORDS,,,,"CHOPIN MAZURKAS...POLONAISES MALCUZYNSKI, WITOLD (PIANIST)   a-RECORD, b-PAPER SLEEVE, c-JACKET ANGEL 35284, 1 DISC, 33 1/3 RPM IN PAPER SLEEVE INSIDE CARDBOARD JACKET.  LABEL LOOSE."
HSTR    5264,,,,,CBS RADIO,01/14/1956,,,"ADDRESS...JANUARY 14, 1956, THE DEMOCRATIC FARM LABOR PARTY DINNER TRUMAN, HARRY S. (SPEAKER) CBS RADIO NETWORK  a-RECORD, b-JACKET CBS RECORDING, 1 DISC, 33 1/3 RPM, IN CARDBOARD JACKET"
